OrderID,OrderDate,Category,SubCategory,Segment,CustomerName,Sales,Quantity,Discount,Profit
ORD-000281,2016-09-21,Furniture,Furnishings,Consumer,Customer 131,614.68,3,0.06,93.65
ORD-000282,2016-02-19,Office Supplies,Paper,Consumer,Customer 224,83.41,3,0.05,12.54
ORD-000283,2016-02-26,Office Supplies,Binders,Home Office,Customer 89,116.39,3,0.03,10.8
ORD-000284,2016-01-12,Technology,Machines,Consumer,Customer 64,1136.17,5,0.02,235.58
ORD-000285,2016-04-13,Furniture,Furnishings,Home Office,Customer 874,342.96,1,0.08,55.78
ORD-000286,2016-01-05,Office Supplies,Storage,Corporate,Customer 909,23.29,1,0.18,1.63
ORD-000287,2016-03-16,Furniture,Bookcases,Consumer,Customer 304,1128.82,3,0.11,197.99
ORD-000288,2016-04-03,Furniture,Tables,Corporate,Customer 1199,714.53,4,0.14,108.08
ORD-000289,2016-02-10,Office Supplies,Paper,Consumer,Customer 1087,135.53,4,0.16,6.76
ORD-000290,2016-04-17,Office Supplies,Accessories,Corporate,Customer 204,75.94,3,0.07,6.25
ORD-000291,2016-01-04,Technology,Phones,Home Office,Customer 1130,1491.58,6,0.09,379.1
ORD-000292,2016-01-05,Technology,Accessories,Consumer,Customer 468,650.06,2,0.07,185.99
ORD-000293,2016-07-26,Office Supplies,Storage,Consumer,Customer 195,48.94,2,0.13,3.6
ORD-000294,2016-02-23,Office Supplies,Paper,Corporate,Customer 767,71.32,3,0.03,5.88
ORD-000295,2016-01-17,Technology,Copiers,Consumer,Customer 175,1261.55,4,0.03,370.14
ORD-000296,2016-03-29,Furniture,Bookcases,Corporate,Customer 764,250.45,1,0.18,23.59
ORD-000297,2016-06-25,Technology,Phones,Corporate,Customer 1151,1320.5,4,0.05,381.81
ORD-000298,2016-01-30,Office Supplies,Art,Consumer,Customer 867,52.05,2,0.09,5.83
ORD-000299,2016-04-27,Technology,Phones,Home Office,Customer 640,1000.86,3,0.12,249.53
ORD-000300,2016-01-11,Office Supplies,Accessories,Consumer,Customer 317,54.26,2,0.12,3.87
ORD-000301,2016-01-07,Office Supplies,Binders,Home Office,Customer 718,36.08,2,0.13,1.36
ORD-000302,2016-03-31,Technology,Machines,Consumer,Customer 571,696.39,2,0.11,144.34
ORD-000303,2016-04-03,Office Supplies,Storage,Home Office,Customer 1141,74.93,2,0.19,5.83
ORD-000304,2016-05-01,Furniture,Tables,Consumer,Customer 560,192.99,1,0.08,35.25
ORD-000305,2016-06-04,Technology,Machines,Home Office,Customer 719,954.93,2,0.0,235.44
ORD-000306,2017-03-22,Furniture,Chairs,Corporate,Customer 821,672.82,2,0.03,133.0
ORD-000307,2016-03-28,Furniture,Bookcases,Consumer,Customer 1087,943.2,4,0.12,164.03
ORD-000308,2016-02-16,Furniture,Furnishings,Consumer,Customer 323,282.18,1,0.05,48.59
ORD-000309,2016-07-09,Office Supplies,Paper,Corporate,Customer 1163,145.58,4,0.11,4.24
ORD-000310,2016-02-07,Office Supplies,Art,Consumer,Customer 102,72.57,2,0.08,8.8
ORD-000311,2016-03-10,Office Supplies,Paper,Consumer,Customer 869,57.42,5,0.08,5.11
ORD-000312,2016-01-10,Office Supplies,Storage,Consumer,Customer 442,46.71,2,0.07,3.67
ORD-000313,2016-01-04,Technology,Phones,Consumer,Customer 228,731.48,2,0.03,220.86
ORD-000314,2017-01-29,Office Supplies,Accessories,Consumer,Customer 632,30.52,2,0.02,4.37
ORD-000315,2016-08-04,Furniture,Furnishings,Home Office,Customer 113,609.49,4,0.11,67.53
ORD-000316,2016-05-22,Furniture,Tables,Home Office,Customer 282,604.86,3,0.18,82.8
ORD-000317,2016-03-04,Technology,Machines,Consumer,Customer 16,1515.69,5,0.02,385.82
ORD-000318,2016-01-23,Office Supplies,Storage,Consumer,Customer 779,67.52,2,0.02,6.53
ORD-000319,2016-01-21,Office Supplies,Binders,Consumer,Customer 726,64.6,3,0.12,3.13
ORD-000320,2016-02-04,Furniture,Bookcases,Consumer,Customer 942,645.6,3,0.13,103.6
ORD-000321,2016-04-05,Technology,Machines,Corporate,Customer 1175,1062.78,5,0.08,243.04
ORD-000322,2016-05-30,Office Supplies,Storage,Consumer,Customer 830,97.92,3,0.09,5.57
ORD-000323,2016-05-09,Furniture,Tables,Consumer,Customer 943,1278.88,8,0.02,238.48
ORD-000324,2016-02-09,Technology,Machines,Consumer,Customer 217,193.59,1,0.07,46.7
ORD-000325,2017-01-06,Furniture,Furnishings,Consumer,Customer 811,279.71,2,0.05,40.87
ORD-000326,2016-06-09,Technology,Machines,Consumer,Customer 345,555.46,3,0.13,128.51
ORD-000327,2016-04-06,Furniture,Bookcases,Consumer,Customer 398,1028.5,4,0.03,181.26
ORD-000328,2016-04-23,Technology,Machines,Consumer,Customer 303,1092.03,3,0.02,223.31
ORD-000329,2016-03-06,Furniture,Chairs,Consumer,Customer 356,846.37,3,0.04,126.07
ORD-000330,2016-02-04,Office Supplies,Art,Consumer,Customer 1012,28.58,2,0.09,1.73
ORD-000331,2016-02-22,Office Supplies,Accessories,Corporate,Customer 920,33.56,1,0.16,2.33
ORD-000332,2016-06-19,Office Supplies,Accessories,Corporate,Customer 662,156.13,6,0.11,14.55
ORD-000333,2016-01-02,Technology,Machines,Consumer,Customer 140,1487.1,4,0.0,377.32
ORD-000334,2016-01-15,Office Supplies,Paper,Corporate,Customer 116,234.63,6,0.09,20.72
ORD-000335,2016-01-06,Office Supplies,Art,Consumer,Customer 926,39.81,2,0.07,3.42
ORD-000336,2016-01-05,Furniture,Tables,Home Office,Customer 158,532.71,3,0.13,78.15
ORD-000337,2016-08-20,Office Supplies,Art,Corporate,Customer 1039,133.64,4,0.1,10.69
ORD-000338,2016-05-25,Office Supplies,Accessories,Corporate,Customer 85,47.53,2,0.04,4.22
ORD-000339,2016-03-18,Office Supplies,Accessories,Corporate,Customer 659,119.05,3,0.05,7.69
ORD-000340,2016-01-13,Office Supplies,Accessories,Consumer,Customer 127,62.45,2,0.03,5.84
ORD-000341,2016-03-22,Office Supplies,Paper,Home Office,Customer 173,56.91,2,0.01,5.64
ORD-000342,2016-03-17,Office Supplies,Binders,Consumer,Customer 897,32.08,1,0.02,3.86
ORD-000343,2016-01-23,Technology,Accessories,Consumer,Customer 580,2354.13,7,0.14,551.23
ORD-000344,2016-03-09,Office Supplies,Paper,Corporate,Customer 108,50.25,2,0.14,2.73
ORD-000345,2016-03-02,Technology,Machines,Consumer,Customer 194,460.62,1,0.08,119.28
ORD-000346,2016-04-24,Office Supplies,Storage,Consumer,Customer 308,214.31,5,0.01,21.17
ORD-000347,2016-04-30,Office Supplies,Accessories,Corporate,Customer 717,137.16,3,0.08,8.56
ORD-000348,2016-01-06,Office Supplies,Storage,Consumer,Customer 174,117.18,2,0.04,11.94
ORD-000349,2016-02-26,Office Supplies,Storage,Corporate,Customer 673,105.99,3,0.02,8.94
ORD-000350,2016-04-27,Technology,Phones,Corporate,Customer 868,967.06,3,0.09,221.9
ORD-000351,2016-03-24,Office Supplies,Art,Consumer,Customer 370,40.26,2,0.08,3.69
ORD-000352,2016-08-20,Technology,Machines,Home Office,Customer 996,786.04,3,0.04,206.97
ORD-000353,2016-05-08,Furniture,Chairs,Consumer,Customer 606,788.16,6,0.06,121.66
ORD-000354,2016-01-22,Technology,Phones,Consumer,Customer 1106,118.97,5,0.16,29.38
ORD-000355,2016-01-09,Technology,Phones,Corporate,Customer 269,727.96,2,0.08,171.28
ORD-000356,2016-05-03,Office Supplies,Binders,Consumer,Customer 340,105.5,3,0.02,10.6
ORD-000357,2016-01-04,Technology,Phones,Consumer,Customer 487,1295.96,4,0.02,340.46
ORD-000358,2016-04-15,Technology,Machines,Corporate,Customer 920,849.28,3,0.21,164.8
ORD-000359,2016-12-04,Furniture,Chairs,Consumer,Customer 961,215.01,1,0.01,38.82
ORD-000360,2016-04-12,Technology,Accessories,Consumer,Customer 1169,2418.08,7,0.16,534.14
ORD-000361,2016-02-28,Technology,Copiers,Corporate,Customer 783,2055.75,5,0.23,373.74
ORD-000362,2016-05-03,Office Supplies,Storage,Home Office,Customer 409,118.44,4,0.1,10.89
ORD-000363,2016-03-14,Technology,Accessories,Home Office,Customer 107,729.98,2,0.02,207.69
ORD-000364,2016-04-04,Office Supplies,Paper,Corporate,Customer 211,117.57,5,0.15,8.21
ORD-000365,2016-12-06,Technology,Phones,Consumer,Customer 329,1285.14,4,0.12,350.14
ORD-000366,2016-02-28,Office Supplies,Accessories,Consumer,Customer 896,110.58,4,0.1,9.3
ORD-000367,2017-01-24,Furniture,Chairs,Home Office,Customer 716,539.38,2,0.06,72.46
ORD-000368,2016-10-09,Technology,Copiers,Consumer,Customer 1029,574.21,2,0.09,149.5
ORD-000369,2016-01-27,Office Supplies,Storage,Home Office,Customer 768,31.23,3,0.09,1.93
ORD-000370,2016-01-09,Furniture,Tables,Home Office,Customer 687,696.64,4,0.09,106.97
ORD-000371,2016-01-13,Technology,Accessories,Consumer,Customer 968,987.58,2,0.03,261.38
ORD-000372,2016-01-03,Office Supplies,Binders,Corporate,Customer 961,17.89,3,0.04,1.89
ORD-000373,2016-01-12,Office Supplies,Art,Home Office,Customer 39,85.86,3,0.15,7.74
ORD-000374,2016-05-17,Office Supplies,Binders,Consumer,Customer 1081,121.96,4,0.01,16.05
ORD-000375,2016-01-09,Office Supplies,Paper,Consumer,Customer 250,133.79,4,0.04,16.51
ORD-000376,2016-02-16,Furniture,Furnishings,Corporate,Customer 937,250.13,3,0.02,41.2
ORD-000377,2016-08-11,Furniture,Furnishings,Corporate,Customer 34,779.82,2,0.04,135.8
ORD-000378,2016-01-03,Office Supplies,Accessories,Consumer,Customer 295,77.07,4,0.03,6.42
ORD-000379,2016-07-21,Office Supplies,Art,Corporate,Customer 493,82.81,2,0.09,8.2
ORD-000380,2016-02-09,Office Supplies,Binders,Corporate,Customer 176,106.58,3,0.06,10.66
ORD-000381,2016-01-16,Office Supplies,Paper,Consumer,Customer 1078,49.97,3,0.02,4.9
ORD-000382,2016-05-23,Office Supplies,Accessories,Corporate,Customer 800,45.9,3,0.08,3.11
ORD-000383,2016-04-28,Technology,Phones,Corporate,Customer 765,1001.66,3,0.04,262.09
ORD-000384,2016-09-08,Office Supplies,Art,Consumer,Customer 139,23.93,2,0.11,2.52
ORD-000385,2016-06-08,Office Supplies,Art,Corporate,Customer 681,62.9,2,0.03,7.82
ORD-000386,2016-07-14,Furniture,Tables,Consumer,Customer 359,1401.38,3,0.03,229.55
ORD-000387,2016-02-09,Technology,Copiers,Home Office,Customer 981,2396.78,6,0.06,529.91
ORD-000388,2016-01-24,Office Supplies,Binders,Consumer,Customer 938,66.81,2,0.19,-0.33
ORD-000389,2016-06-15,Furniture,Chairs,Consumer,Customer 409,966.98,3,0.17,108.96
ORD-000390,2016-07-16,Technology,Machines,Home Office,Customer 1056,460.15,2,0.09,100.76
ORD-000391,2017-07-12,Office Supplies,Accessories,Consumer,Customer 75,133.31,4,0.09,7.43
ORD-000392,2016-03-04,Technology,Accessories,Consumer,Customer 98,721.37,3,0.09,164.06
ORD-000393,2016-02-25,Technology,Machines,Consumer,Customer 754,1176.77,3,0.07,273.59
ORD-000394,2016-06-28,Office Supplies,Storage,Corporate,Customer 792,145.45,3,0.06,10.17
ORD-000395,2016-02-20,Office Supplies,Binders,Consumer,Customer 1019,54.25,2,0.07,2.38
ORD-000396,2016-11-16,Office Supplies,Accessories,Consumer,Customer 170,16.28,1,0.13,0.38
ORD-000397,2016-08-22,Technology,Phones,Consumer,Customer 370,878.25,3,0.06,224.11
ORD-000398,2016-03-08,Office Supplies,Paper,Consumer,Customer 672,62.59,2,0.06,4.34
ORD-000399,2016-06-15,Office Supplies,Paper,Consumer,Customer 873,21.48,1,0.06,2.93
ORD-000400,2016-06-17,Furniture,Furnishings,Consumer,Customer 87,212.79,2,0.06,27.91
ORD-000401,2016-01-14,Technology,Machines,Corporate,Customer 891,1423.4,3,0.01,397.93
ORD-000402,2016-10-06,Office Supplies,Art,Consumer,Customer 832,48.11,2,0.26,1.71
ORD-000403,2016-03-25,Office Supplies,Binders,Home Office,Customer 293,61.14,2,0.11,3.0
ORD-000404,2016-07-29,Technology,Copiers,Consumer,Customer 138,1486.39,4,0.05,367.23
ORD-000405,2016-02-16,Furniture,Tables,Consumer,Customer 1162,767.96,4,0.02,154.57
ORD-000406,2016-09-28,Furniture,Chairs,Corporate,Customer 760,467.54,3,0.15,56.46
ORD-000407,2016-02-29,Office Supplies,Art,Corporate,Customer 1085,87.25,2,0.04,4.35
ORD-000408,2016-01-02,Office Supplies,Paper,Corporate,Customer 512,30.51,2,0.04,4.54
ORD-000409,2016-10-09,Technology,Phones,Corporate,Customer 1023,500.79,2,0.06,139.48
ORD-000410,2016-01-12,Office Supplies,Accessories,Consumer,Customer 534,24.38,1,0.06,2.56
ORD-000411,2016-02-16,Technology,Accessories,Home Office,Customer 585,1941.27,3,0.02,547.99
ORD-000412,2016-12-25,Office Supplies,Storage,Consumer,Customer 278,100.41,3,0.08,7.64
ORD-000413,2016-12-26,Technology,Copiers,Consumer,Customer 912,1777.67,6,0.13,451.73
ORD-000414,2016-04-12,Technology,Machines,Corporate,Customer 133,197.89,3,0.04,55.67
ORD-000415,2016-04-29,Office Supplies,Paper,Home Office,Customer 323,190.46,6,0.11,8.56
ORD-000416,2016-03-12,Technology,Accessories,Corporate,Customer 1042,845.09,3,0.09,214.59
ORD-000417,2016-02-11,Furniture,Chairs,Corporate,Customer 485,330.86,3,0.15,40.57
ORD-000418,2016-02-17,Technology,Phones,Consumer,Customer 1173,913.59,4,0.14,198.09
ORD-000419,2016-05-13,Office Supplies,Accessories,Consumer,Customer 177,48.09,2,0.14,3.58
ORD-000420,2016-06-16,Furniture,Furnishings,Home Office,Customer 981,627.74,3,0.16,71.06
ORD-000421,2016-07-07,Office Supplies,Storage,Home Office,Customer 152,26.37,1,0.18,0.64
ORD-000422,2016-07-06,Furniture,Tables,Corporate,Customer 922,401.37,2,0.11,55.69
ORD-000423,2016-01-12,Office Supplies,Accessories,Consumer,Customer 1130,48.13,3,0.13,3.63
ORD-000424,2016-03-22,Office Supplies,Binders,Corporate,Customer 265,71.57,5,0.27,1.34
ORD-000425,2016-01-08,Office Supplies,Art,Home Office,Customer 1062,127.18,3,0.07,9.94
ORD-000426,2016-04-05,Furniture,Chairs,Consumer,Customer 462,282.22,2,0.07,31.99
ORD-000427,2016-03-10,Office Supplies,Accessories,Home Office,Customer 162,115.88,3,0.06,8.21
ORD-000428,2016-09-19,Office Supplies,Accessories,Consumer,Customer 621,103.44,3,0.07,8.15
ORD-000429,2016-02-21,Office Supplies,Art,Consumer,Customer 346,31.44,2,0.07,3.82
ORD-000430,2016-01-15,Office Supplies,Accessories,Consumer,Customer 692,29.53,4,0.12,2.85
ORD-000431,2016-01-19,Technology,Phones,Home Office,Customer 59,750.54,2,0.07,180.02
ORD-000432,2016-06-21,Furniture,Tables,Corporate,Customer 1172,460.17,2,0.14,55.62
ORD-000433,2016-04-25,Office Supplies,Art,Consumer,Customer 1118,94.67,3,0.04,10.3
ORD-000434,2016-01-13,Office Supplies,Paper,Consumer,Customer 832,57.66,2,0.17,1.23
ORD-000435,2016-01-11,Office Supplies,Art,Corporate,Customer 324,49.73,2,0.16,2.16
ORD-000436,2016-05-24,Office Supplies,Storage,Consumer,Customer 697,22.52,1,0.06,1.76
ORD-000437,2016-01-10,Office Supplies,Paper,Home Office,Customer 654,72.74,3,0.04,5.87
ORD-000438,2016-07-26,Technology,Machines,Home Office,Customer 268,1464.81,6,0.24,271.62
ORD-000439,2016-05-26,Technology,Phones,Consumer,Customer 956,1479.93,4,0.08,348.13
ORD-000440,2016-01-11,Furniture,Furnishings,Consumer,Customer 199,1067.96,3,0.08,149.78
ORD-000441,2016-01-11,Furniture,Furnishings,Home Office,Customer 857,1421.41,5,0.1,194.11
ORD-000442,2017-06-01,Furniture,Chairs,Home Office,Customer 1184,993.5,4,0.05,177.07
ORD-000443,2016-02-26,Technology,Accessories,Corporate,Customer 1021,494.32,2,0.06,134.46
ORD-000444,2016-02-25,Technology,Copiers,Consumer,Customer 632,442.99,2,0.04,130.22
ORD-000445,2016-07-20,Office Supplies,Art,Home Office,Customer 1036,102.46,3,0.03,12.6
ORD-000446,2016-12-19,Office Supplies,Binders,Consumer,Customer 723,130.48,4,0.01,16.54
ORD-000447,2017-05-27,Furniture,Tables,Consumer,Customer 964,495.57,2,0.03,76.49
ORD-000448,2016-06-16,Office Supplies,Art,Home Office,Customer 883,76.11,2,0.1,8.12
ORD-000449,2016-02-26,Furniture,Tables,Corporate,Customer 826,379.87,2,0.04,68.05
ORD-000450,2016-01-11,Office Supplies,Storage,Consumer,Customer 1151,157.89,4,0.14,10.87
ORD-000451,2016-06-29,Furniture,Tables,Consumer,Customer 1033,735.19,4,0.11,82.03
ORD-000452,2016-04-08,Office Supplies,Accessories,Consumer,Customer 244,30.15,1,0.13,2.62
ORD-000453,2016-03-07,Furniture,Bookcases,Consumer,Customer 695,372.77,2,0.2,35.07
ORD-000454,2016-10-11,Office Supplies,Paper,Corporate,Customer 408,25.86,2,0.09,1.54
ORD-000455,2016-01-15,Office Supplies,Storage,Consumer,Customer 93,115.74,4,0.03,13.69
ORD-000456,2016-03-22,Furniture,Tables,Home Office,Customer 1064,667.47,3,0.02,134.54
ORD-000457,2016-01-02,Office Supplies,Accessories,Home Office,Customer 287,59.95,3,0.03,4.54
ORD-000458,2016-03-16,Office Supplies,Accessories,Consumer,Customer 805,29.31,1,0.11,2.22
ORD-000459,2016-01-07,Technology,Machines,Corporate,Customer 1039,1152.47,6,0.09,292.97
ORD-000460,2016-01-16,Technology,Copiers,Corporate,Customer 614,1014.58,3,0.03,272.75
ORD-000461,2016-01-16,Office Supplies,Art,Consumer,Customer 225,92.02,3,0.12,8.26
ORD-000462,2016-05-05,Technology,Machines,Corporate,Customer 55,753.99,2,0.12,158.77
ORD-000463,2016-06-13,Office Supplies,Paper,Home Office,Customer 1185,118.12,3,0.15,6.59
ORD-000464,2016-04-15,Office Supplies,Art,Corporate,Customer 350,49.7,2,0.06,5.53
ORD-000465,2017-01-27,Office Supplies,Accessories,Corporate,Customer 779,29.6,1,0.16,1.4
ORD-000466,2016-02-26,Furniture,Chairs,Consumer,Customer 226,244.4,1,0.02,45.63
ORD-000467,2016-02-10,Furniture,Furnishings,Consumer,Customer 311,210.61,1,0.06,25.81
ORD-000468,2016-08-31,Office Supplies,Binders,Consumer,Customer 966,83.89,2,0.08,5.29
ORD-000469,2016-01-31,Technology,Phones,Corporate,Customer 1063,757.27,2,0.01,184.67
ORD-000470,2017-01-31,Furniture,Tables,Home Office,Customer 980,519.7,3,0.07,77.88
ORD-000471,2016-01-02,Office Supplies,Paper,Home Office,Customer 942,84.0,3,0.13,3.14
ORD-000472,2017-02-24,Technology,Machines,Consumer,Customer 542,1192.24,4,0.14,250.0
ORD-000473,2016-01-06,Office Supplies,Binders,Home Office,Customer 572,83.38,3,0.07,6.57
ORD-000474,2016-09-23,Office Supplies,Binders,Home Office,Customer 610,125.61,4,0.08,14.87
ORD-000475,2016-03-31,Technology,Accessories,Corporate,Customer 1002,813.63,4,0.04,227.31
ORD-000476,2017-08-17,Office Supplies,Paper,Corporate,Customer 561,149.56,6,0.13,8.72
ORD-000477,2016-01-10,Office Supplies,Accessories,Corporate,Customer 778,45.0,2,0.08,4.05
ORD-000478,2016-04-06,Technology,Copiers,Home Office,Customer 300,876.32,2,0.04,230.13
ORD-000479,2017-02-22,Office Supplies,Paper,Home Office,Customer 162,172.31,6,0.06,15.4
ORD-000480,2016-03-29,Office Supplies,Storage,Corporate,Customer 982,34.04,2,0.01,4.38
ORD-000481,2016-04-29,Furniture,Tables,Home Office,Customer 557,736.61,3,0.04,123.15
ORD-000482,2016-05-22,Furniture,Chairs,Consumer,Customer 1088,300.47,2,0.16,29.08
ORD-000483,2016-03-13,Furniture,Chairs,Consumer,Customer 847,654.2,6,0.06,91.98
ORD-000484,2016-04-28,Office Supplies,Storage,Consumer,Customer 282,188.96,4,0.05,19.45
ORD-000485,2016-04-15,Furniture,Chairs,Consumer,Customer 975,1231.01,5,0.08,164.76
ORD-000486,2016-10-04,Office Supplies,Binders,Corporate,Customer 589,181.12,4,0.06,17.96
ORD-000487,2016-01-06,Office Supplies,Art,Home Office,Customer 184,121.22,4,0.05,12.11
ORD-000488,2016-02-09,Office Supplies,Binders,Consumer,Customer 77,93.06,3,0.03,8.23
ORD-000489,2016-12-26,Technology,Accessories,Consumer,Customer 361,1230.76,3,0.09,305.21
ORD-000490,2016-09-22,Technology,Phones,Home Office,Customer 814,915.72,3,0.02,241.96
ORD-000491,2016-03-13,Technology,Accessories,Home Office,Customer 593,373.27,1,0.06,108.67
ORD-000492,2016-04-26,Technology,Phones,Consumer,Customer 220,504.94,2,0.11,105.98
ORD-000493,2016-02-08,Technology,Machines,Consumer,Customer 1113,1347.89,4,0.07,353.92
ORD-000494,2016-01-26,Office Supplies,Binders,Home Office,Customer 959,137.21,3,0.05,9.4
ORD-000495,2016-03-15,Office Supplies,Art,Consumer,Customer 940,65.46,3,0.04,3.14
ORD-000496,2016-02-22,Office Supplies,Binders,Consumer,Customer 691,92.83,3,0.07,9.46
ORD-000497,2016-04-15,Technology,Accessories,Consumer,Customer 831,552.87,6,0.02,139.03
ORD-000498,2016-01-10,Technology,Machines,Consumer,Customer 196,432.51,1,0.08,103.71
ORD-000499,2017-03-15,Furniture,Chairs,Consumer,Customer 509,433.43,3,0.09,75.24
ORD-000500,2017-05-29,Furniture,Furnishings,Consumer,Customer 547,413.05,3,0.1,66.74
ORD-000501,2016-05-23,Technology,Machines,Corporate,Customer 1174,369.48,2,0.1,67.55
ORD-000502,2016-04-02,Furniture,Tables,Corporate,Customer 128,548.51,2,0.02,91.57
ORD-000503,2016-02-14,Office Supplies,Storage,Consumer,Customer 831,62.02,2,0.07,6.23
ORD-000504,2016-07-20,Office Supplies,Paper,Corporate,Customer 605,69.98,4,0.06,5.03
ORD-000505,2016-05-18,Office Supplies,Binders,Consumer,Customer 274,92.04,3,0.25,0.11
ORD-000506,2016-01-22,Office Supplies,Storage,Corporate,Customer 766,52.87,2,0.19,2.13
ORD-000507,2016-10-17,Office Supplies,Accessories,Home Office,Customer 1101,59.92,2,0.15,2.06
ORD-000508,2016-07-26,Technology,Accessories,Corporate,Customer 168,361.79,3,0.09,72.55
ORD-000509,2016-12-25,Office Supplies,Accessories,Corporate,Customer 160,61.17,2,0.08,4.95
ORD-000510,2016-06-04,Technology,Phones,Consumer,Customer 1122,826.07,2,0.04,231.16
ORD-000511,2016-04-24,Technology,Accessories,Corporate,Customer 307,354.25,2,0.24,72.86
ORD-000512,2016-03-06,Furniture,Furnishings,Consumer,Customer 421,1346.82,5,0.06,260.28
ORD-000513,2016-11-19,Technology,Copiers,Consumer,Customer 1046,203.58,1,0.04,58.58
ORD-000514,2016-08-29,Office Supplies,Art,Consumer,Customer 1052,110.55,4,0.15,6.6
ORD-000515,2016-01-06,Office Supplies,Accessories,Consumer,Customer 947,26.76,1,0.06,2.85
ORD-000516,2016-01-04,Office Supplies,Paper,Corporate,Customer 811,72.34,3,0.21,1.1
ORD-000517,2016-02-26,Office Supplies,Art,Corporate,Customer 1185,118.19,3,0.02,15.67
ORD-000518,2016-07-18,Furniture,Furnishings,Consumer,Customer 131,237.92,2,0.08,33.06
ORD-000519,2017-06-07,Office Supplies,Art,Home Office,Customer 142,56.4,2,0.09,5.04
ORD-000520,2016-01-20,Technology,Copiers,Consumer,Customer 838,823.07,3,0.02,206.96
ORD-000521,2016-04-18,Furniture,Chairs,Corporate,Customer 861,530.32,2,0.04,83.74
